frame.number,frame.time_relative,eth.src,eth.dst,eth.type,ip.src,ip.dst,arp.src.hw_mac,arp.dst.hw_mac,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.len,icmp.type,icmp.code,data,Label
"1607","323.522831706",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1608","323.524786644",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1609","323.524879962",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1610","323.527225778",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1611","323.527288555",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1612","323.527419765",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"188",,,,0
"1613","323.527585403",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1614","323.527635872",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"191",,,,0
"1615","323.527765391",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1616","323.529126883",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"2976",,,,0
"1617","323.529159618",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1618","323.530722077",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1619","323.530753139",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1620","323.532804160",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1621","323.532845387",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1622","323.541218482",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"1516",,,,0
"1623","323.542823249",,,,"10.0.3.15","208.67.220.220",,,,,"43931","53","79",,,,0
"1624","323.542844809",,,,"10.0.3.15","208.67.220.220",,,,,"43931","53","79",,,,0
"1625","323.543484348",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1626","323.543520217",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1627","323.545590995",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1628","323.545624130",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1629","323.547650467",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1630","323.547682721",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1631","323.549713766",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1632","323.549749435",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1633","323.551923243",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"4436",,,,0
"1634","323.551973722",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1635","323.554323894",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1636","323.554353615",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1637","323.556444721",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"7356",,,,0
"1638","323.556487560",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1639","323.558343963",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"7356",,,,0
"1640","323.558376858",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1641","323.560497535",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1642","323.560532222",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1643","323.562654461",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"8816",,,,0
"1644","323.562690020",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1645","323.564860114",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1646","323.564922821",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1647","323.566776850",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"7356",,,,0
"1648","323.566802886",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1649","323.569032562",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"8816",,,,0
"1650","323.569068792",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1651","323.571382624",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"11736",,,,0
"1652","323.571422369",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1653","323.573625639",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"11736",,,,0
"1654","323.573658574",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1655","323.573707191",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"1516",,,,0
"1656","323.573707301",,,,"208.67.220.220","10.0.3.15",,,,,"53","43931","111",,,,0
"1657","323.575479328",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"8816",,,,0
"1658","323.575522297",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1659","323.577843540",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"11736",,,,0
"1660","323.577895862",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1661","323.577922869",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"1516",,,,0
"1662","323.577922959",,,,"208.67.220.220","10.0.3.15",,,,,"53","43931","135",,,,0
"1663","323.578431368",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"76",,,,0
"1664","323.581382517",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"8816",,,,0
"1665","323.581417485",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1666","323.581809744",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"8816",,,,0
"1667","323.581831845",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1668","323.583956086",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"8816",,,,0
"1669","323.583981491",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1670","323.586505794",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"11736",,,,0
"1671","323.586575660",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1672","323.588488069",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"13196",,,,0
"1673","323.588523638",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1674","323.590397675",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"10276",,,,0
"1675","323.590428717",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1676","323.592772911",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"13196",,,,0
"1677","323.592807158",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1678","323.597911117",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"21956",,,,0
"1679","323.597961106",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1680","323.598132071",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1681","323.598169263",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1682","323.599041032",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"16116",,,,0
"1683","323.599101264",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1684","323.601609614",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"4436",,,,0
"1685","323.601663598",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1686","323.601803250",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"16116",,,,0
"1687","323.601815818",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1688","323.605764838",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"62",,,,0
"1689","323.605836247",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"56",,,,0
"1690","323.606769520",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"573",,,,0
"1691","323.606958420",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"62",,,,0
"1692","323.607258983",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"4436",,,,0
"1693","323.607286231",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1694","323.609617897",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5824",,,,0
"1695","323.609673083",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1696","323.615199794",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"20568",,,,0
"1697","323.615250544",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1698","323.615452281",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"19036",,,,0
"1699","323.615463286",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1700","323.620664300",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"4436",,,,0
"1701","323.620710574",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1702","323.620986082",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"13196",,,,0
"1703","323.621013029",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1704","323.621106208",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"8816",,,,0
"1705","323.621116312",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1706","323.622992452",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"11736",,,,0
"1707","323.623051863",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1708","323.628387950",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"11736",,,,0
"1709","323.628431670",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1710","323.628572874",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"1516",,,,0
"1711","323.629911976",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"2932",,,,0
"1712","323.629952432",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"56",,,,0
"1713","323.633897737",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"23416",,,,0
"1714","323.633930512",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1715","323.634081250",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"10276",,,,0
"1716","323.634093897",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1717","323.634145939",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1718","323.634154200",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1719","323.634560980",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"120",,,,0
"1720","323.634768525",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"62",,,,0
"1721","323.635138464",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"226",,,,0
"1722","323.635166622",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"316",,,,0
"1723","323.635324059",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"62",,,,0
"1724","323.635324259",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"62",,,,0
"1725","323.636100857",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"19036",,,,0
"1726","323.636140081",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1727","323.636195537",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"5896",,,,0
"1728","323.636205451",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1729","323.637424448",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"10276",,,,0
"1730","323.637474396",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1731","323.638022740",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"16116",,,,0
"1732","323.638056577",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1733","323.639782691",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"19036",,,,0
"1734","323.639819241",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1735","323.639994151",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"14656",,,,0
"1736","323.640009573",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1737","323.640087981",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"1516",,,,0
"1738","323.640651956",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"2976",,,,0
"1739","323.640687415",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1740","323.642142186",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"24876",,,,0
"1741","323.642193116",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1742","323.644385761",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"11934",,,,0
"1743","323.644417985",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1744","323.659741479",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"577",,,,0
"1745","323.660254176",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"87",,,,0
"1746","323.660450514",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"62",,,,0
"1747","323.677195693",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"5896",,,,0
"1748","323.677297324",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"56",,,,0
"1749","323.677404650",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"1779",,,,0
"1750","323.677459918",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"56",,,,0
"1751","323.726313091",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"76",,,,0
"1752","323.753012739",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"62",,,,0
"1753","323.753099699",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"56",,,,0
"1754","323.754132670",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"573",,,,0
"1755","323.754340565",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"62",,,,0
"1756","323.765299937",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"267",,,,0
"1757","323.765593400",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1758","323.768955083",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"140",,,,0
"1759","323.769216282",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1760","323.779041524",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"142",,,,0
"1761","323.779312327",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1762","323.780666239",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"2933",,,,0
"1763","323.780696951",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"56",,,,0
"1764","323.784409757",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"120",,,,0
"1765","323.784678126",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"62",,,,0
"1766","323.784822054",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"226",,,,0
"1767","323.784851865",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"378",,,,0
"1768","323.785067151",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"62",,,,0
"1769","323.785067362",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"62",,,,0
"1770","323.789989240",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"203",,,,0
"1771","323.790301179",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1772","323.794954839",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"178",,,,0
"1773","323.795201028",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1774","323.808252347",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"577",,,,0
"1775","323.809160856",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"87",,,,0
"1776","323.809369353",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"62",,,,0
"1777","323.814548626",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"1356",,,,0
"1778","323.823816031",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"348",,,,0
"1779","323.824105799",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1780","323.827582390",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"189",,,,0
"1781","323.827897824",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1782","323.830532848",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"1408",,,,0
"1783","323.833686314",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"195",,,,0
"1784","323.833977395",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1785","323.835883646",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"2680",,,,0
"1786","323.835915780",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"56",,,,0
"1787","323.842893146",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"17518",,,,0
"1788","323.842935594",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1789","323.843478270",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"33636",,,,0
"1790","323.843516974",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1791","323.843868217",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"402",,,,0
"1792","323.844469443",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"8816",,,,0
"1793","323.844510260",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1794","323.844563993",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"936",,,,0
"1795","323.864306134",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"15797",,,,0
"1796","323.864367638",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1797","323.864479472",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"19036",,,,0
"1798","323.864490788",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1799","323.864528079",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"3030",,,,0
"1800","323.864534558",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1801","323.866622549",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"21488",,,,0
"1802","323.866685466",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1803","323.917185856",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"3213",,,,0
"1804","323.917221885",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1805","323.923690882",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"1714",,,,0
"1806","323.923765314",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1807","324.324078520",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"209",,,,0
"1808","324.324411498",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1809","324.325319928",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"187",,,,0
"1810","324.325670360",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1811","324.326892841",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"188",,,,0
"1812","324.327207033",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1813","324.359884112",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"15599",,,,0
"1814","324.360001363",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"17651",,,,0
"1815","324.360137730",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1816","324.361272431",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"11736",,,,0
"1817","324.361321268",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1818","324.361547629",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"18095",,,,0
"1819","324.361675605",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1820","324.365881980",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"19980",,,,0
"1821","324.365941592",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1822","324.448228987",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"260",,,,0
"1823","324.448491127",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1824","324.466395901",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"173",,,,0
"1825","324.466716902",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1826","324.478962773",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"7634",,,,0
"1827","324.479910967",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1828","324.492617001",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"172",,,,0
"1829","324.492846887",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1830","324.498153555",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"170",,,,0
"1831","324.498404120",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1832","324.499958687",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"6768",,,,0
"1833","324.499992434",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1834","324.523652883",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"7022",,,,0
"1835","324.523722489",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1836","324.530433588",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"7617",,,,0
"1837","324.530526185",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1838","324.533273564",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"179",,,,0
"1839","324.533534903",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1840","324.534300836",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"176",,,,0
"1841","324.534528510",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1842","324.537618529",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"177",,,,0
"1843","324.538278837",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1844","324.545032205",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"178",,,,0
"1845","324.545265495",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1846","324.546351509",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"194",,,,0
"1847","324.546529984",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1848","324.572771022",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"12301",,,,0
"1849","324.573545267",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1850","324.582820292",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"3349",,,,0
"1851","324.582854970",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1852","324.585518673",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"2556",,,,0
"1853","324.585593967",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1854","324.585952249",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"14656",,,,0
"1855","324.586106552",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"3320",,,,0
"1856","324.588638083",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1857","324.634102187",,,,"10.0.3.15","208.67.220.220",,,,,"33554","53","86",,,,0
"1858","324.634136314",,,,"10.0.3.15","208.67.220.220",,,,,"33554","53","86",,,,0
"1859","324.658876347",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"163",,,,0
"1860","324.659218217",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1861","324.670665280",,,,"208.67.220.220","10.0.3.15",,,,,"53","33554","118",,,,0
"1862","324.672773059",,,,"208.67.220.220","10.0.3.15",,,,,"53","33554","142",,,,0
"1863","324.673602019",,,,"10.0.3.15","172.64.155.119",,,"39316","443",,,"76",,,,0
"1864","324.684669720",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"223",,,,0
"1865","324.684949554",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"1866","324.693823638",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"2234",,,,0
"1867","324.693865906",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1868","324.694141455",,,,"172.64.155.119","10.0.3.15",,,"443","39316",,,"62",,,,0
"1869","324.694166239",,,,"10.0.3.15","172.64.155.119",,,"39316","443",,,"56",,,,0
"1870","324.695446259",,,,"10.0.3.15","172.64.155.119",,,"39316","443",,,"573",,,,0
"1871","324.695798414",,,,"172.64.155.119","10.0.3.15",,,"443","39316",,,"62",,,,0
"1872","324.698859734",,,,"10.0.3.15","23.200.147.9",,,"56486","80",,,"56",,,,0
"1873","324.699130666",,,,"23.200.147.9","10.0.3.15",,,"80","56486",,,"62",,,,0
"1874","324.715189061",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"1873",,,,0
"1875","324.715258606",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"1876","324.717337435",,,,"172.64.155.119","10.0.3.15",,,"443","39316",,,"2946",,,,0
"1877","324.717385421",,,,"10.0.3.15","172.64.155.119",,,"39316","443",,,"56",,,,0
"1878","324.721681790",,,,"23.200.147.9","10.0.3.15",,,"80","56486",,,"62",,,,0
"1879","324.721713393",,,,"10.0.3.15","23.200.147.9",,,"56486","80",,,"56",,,,0
"1880","324.727024457",,,,"10.0.3.15","172.64.155.119",,,"39316","443",,,"120",,,,0
"1881","324.727311111",,,,"172.64.155.119","10.0.3.15",,,"443","39316",,,"62",,,,0
